"Codice_PreCipe","Data_PreCipe","Progressivo_PreCipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Numero_OdgPreCipe","Progressivo_NumeroPreCipe","Codice_ArgomentoPreCipe","Oggetto_PreCipe","Codice_RisultanzaPreCipe","Nota_RisultanzaPreCipe","Codice_Ufficio","Numero_Delibera","Annotazioni_PreCipe"
1818,"2007-12-19 00:00:00",0,8,156,,,,,"0",0,0,"CONTRATTO DI FILIERA ""CO.Z.A.C.""",0,,0,0,
1819,"2006-02-23 00:00:00",0,8,156,,,,,"0",0,0,"CONTRATTO DI FILIERA ""CO.Z.A.C.""",0,,0,0,
1820,"2007-12-19 00:00:00",0,8,157,,,,,"0",0,0,"CONTRATTO DI FILIERA ""CONSORZIO DI PRODUZIONE CARNE BOVINA""",0,,0,0,
1821,"2006-02-23 00:00:00",0,8,157,,,,,"0",0,0,"CONTRATTO DI FILIERA ""CONSORZIO DI PRODUZIONE CARNE BOVINA""",0,,0,0,
1822,"2006-02-23 00:00:00",0,8,158,,,,,"0",0,0,"CONTRATO DI PROGRAMMA RIVIERA DEI GELSOMINI SOCIETA' CONSORTILE ARL",0,,0,0,
1823,"2006-02-23 00:00:00",0,8,159,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA FALCO SPA",0,,0,0,
1824,"2006-02-23 00:00:00",0,8,160,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CONSORZIO ANTICHE TRADIZIONI PUGLIESI",0,,0,0,
1825,"2006-02-23 00:00:00",0,8,161,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA PICENO CONSIND SECONDO MODULO",0,,0,0,
1826,"2006-02-23 00:00:00",0,8,162,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CONSORZIO TURISTICO SICILIANO SCARL",0,,0,0,
1827,"2006-02-23 00:00:00",0,8,163,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA STMICROELECTRONICS SRL",0,,0,0,
1828,"2006-02-23 00:00:00",0,8,164,,,,,"0",0,0,"PROGRAMMA DI INVESTIMENTI CONSORZIO PER LA VALLE BORMIDA",0,,0,0,
1829,"2006-02-23 00:00:00",0,8,165,,,,,"0",0,0,"CONTRATTO DI FILIERA NATURALCARNI",0,,0,0,
1830,"2006-02-23 00:00:00",0,8,166,,,,,"0",0,0,"CONTRATTO DI FILIERA TERRITORI DIVINI",0,,0,0,
1831,"2006-02-23 00:00:00",0,8,167,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA VIDEOCOLOR",0,,0,0,
1832,"2006-02-23 00:00:00",0,8,168,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA MADE IN ITALY",0,,0,0,
1833,"2006-02-23 00:00:00",0,8,169,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA SOCIETA' AEROSPAZIALE MEDITERRANEA (SAM)",0,,0,0,
2169,"2003-12-21 00:00:00",0,12,55,,,,,"0",0,0,"RELAZIONE PROGRAMMA INVESTIMENTI IN SANITA'  EX ART.20 LEGGE 67/1988",0,,0,0,
2170,"2005-05-24 00:00:00",0,12,56,,,,,"0",0,0,"FSN 2003: RIPARTO RISORSE PER FINANZIAMENTO ESCLUSIVITA' DI RAPPORTO PER GLI OSPEDALI CLASSIFICATI RELIGIOSI ETC.",0,,0,0,
2171,"2005-05-24 00:00:00",0,12,57,,,,,"0",0,0,"FSN 2004 - RIPARTIZIONE SOMME VINCOLATE  PER IL PERSONALE DIRIGENTE",0,,0,0,
2172,"2005-05-24 00:00:00",0,12,58,,,,,"0",0,0,"FSN 2003 SOMME VINCOLATE PER AMMORTAMENTO MUTUI PRE-RIFORMA CASSA DD.PP.",0,,0,0,
2173,"2005-05-24 00:00:00",0,12,59,,,,,"0",0,0,"FSN 2005 - RIPARTIZIONE DELLE DISPONIBILITA' PER IL SERVIZIO SANITARIO NAZIONALE",0,,0,0,
2174,"2001-11-12 00:00:00",0,14,4,,,,,"0",0,0,"PROROGA TERMINI PER RINNOVO CONVENZIONI AUTOSTRADALI",0,,0,0,
2175,"2001-11-12 00:00:00",0,14,6,,,,,"0",0,0,"DESIGNAZIONE COORDINATORE NARS (PATRIZII)",0,,0,0,
2176,"2001-11-12 00:00:00",0,14,7,,,,,"0",0,0,"CONVERSIONE IN EURO DI TARIFFE E PREZZI REGOLAMENTATI",0,,0,0,
2177,"2001-12-20 00:00:00",0,14,8,,,,,"0",0,0,"MODIFICA DELIBERA N.52/2001 - ELIMINAZIONE MINIMO  IMPEGNATO",0,,0,0,
2178,"2002-03-19 00:00:00",0,14,9,,,,,"0",0,0,"CONTRATTO DI SERVIZIO TRENITALIA 2000-2001",0,,0,0,
2179,"2001-01-29 00:00:00",0,14,12,,,,,"0",0,0,"INFORMATIVA AL CIPE: RINNOVO CONVENZIONI AUTOSTRADALI - RICHIESTA PROROGHE ",0,,0,0,
2180,"2002-12-17 00:00:00",0,14,13,,,,,"0",0,0,"MODIFICA ART.7 CONTRATTO DI PROGRAMMA POSTE ITALIANE SPA",0,,0,0,
2181,"2002-03-19 00:00:00",0,14,13,,,,,"0",0,0,"MODIFICA ART.7 CONTRATTO DI PROGRAMMA POSTE ITALIANE SPA",0,,0,0,
2182,"2002-03-19 00:00:00",0,14,14,,,,,"0",0,0,"NARS - MODIFICA COMPOSIZIONE COMITATO",0,,0,0,
2183,"2004-01-27 00:00:00",0,14,16,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  POSTE S.p.A. 2003/2005",0,,0,0,
2184,"2003-12-16 00:00:00",0,14,16,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  POSTE S.p.A. 2003/2005",0,,0,0,
2185,"2002-11-27 00:00:00",0,14,17,,,,,"0",0,0,"CONTRATTO DI SERVIZIO FS TRENITALIA 2002-2003",0,,0,0,
2186,"2004-12-17 00:00:00",0,14,19,,,,,"0",0,0,"PROROGA DEI TERMINI PER LA REVISIONE DI CONCESSIONI AUTOSTRADALI SAV E SITAF",0,,0,0,
2187,"2003-09-25 00:00:00",0,14,21,,,,,"0",0,0,"LINEE GUIDA PER I SERVIZI POSTALI",0,,0,0,
2188,"2006-12-13 00:00:00",0,14,22,,,,,"0",0,0,"LINEE GUIDA PER LE TARIFFE FERROVIARIE DI MEDIA E LUNGA PERCORRENZA",0,,0,0,
2189,"2003-12-16 00:00:00",0,14,23,,,,,"0",0,0,"TARIFFE AEROPORTUALI",0,,0,0,
2190,"2006-03-15 00:00:00",0,14,28,,,,,"0",0,0,"SERVIZIO IDRICO INTEGRATO: MODALITA' ATTUATIVE DELLA DISPOSIZIONE CONTENUTA NEI COMMI 415 E 416 DELLA LEGGE FINANZIARIA PER L'ANNO IN CORSO",0,,0,0,
2191,"2001-01-29 00:00:00",0,15,2,,,,,"0",0,0,"INDIVIDUAZIONE CRITERI CONTRATTAZIONE PREZZI FARMACI",0,,0,0,
2192,"2002-11-27 00:00:00",0,15,3,,,,,"0",0,0,"RELAZIONE SUL PROCESSO DI ADEGUAMENTO AL PREZZO MEDIO EUROPEO (DEL. CIPE 10/1998)",0,,0,0,
2193,"2003-06-24 00:00:00",0,15,4,,,,,"0",0,0," PREZZO DEI FARMACI E REGOLAMENTAZIONE DEL SETTORE FARMACEUTICO",0,,0,0,
2194,"2003-05-27 00:00:00",0,15,4,,,,,"0",0,0," PREZZO DEI FARMACI E REGOLAMENTAZIONE DEL SETTORE FARMACEUTICO",0,,0,0,
2195,"2003-10-29 00:00:00",0,16,2,,,,,"0",0,0,"RIPARTO FONDI LEGGE FINANZIARIA 2002 - INTERVENTI IN FAVORE DEI COMUNI TERREMOTATI DELLA REGIONE PUGLIA",0,,0,0,
2196,"2005-05-24 00:00:00",0,16,4,,,,,"0",0,0,"RIPARTIZIONE DISPONIBILITA' ACCANTONATE PER L'EDILIZIA DI CULTO SUI FONDI PER LE AREE TERREMOTATE - REGIONE CAMPANIA",0,,0,0,
2197,"2006-10-31 00:00:00",0,7,63,,,,,"0",0,0,"RELAZIONE SULLO STATO DELL'INDUSTRIA AERONAUTICA ANNO 2005 - AI SENSI ART.2 L.808/1985",0,,0,0,
2198,"2006-10-31 00:00:00",0,11,280,,,,,"0",0,0,"RELAZIONE SULLO STATO DI ATTUAZIONE AL 31 DICEMBRE 2005 DEGLI INVESTIMENTI PREVISTI DAI CONTRATTI DI PROGRAMMA FS.S.P.A. 1994/2000 E 2001/2005",0,,0,0,
2227,"2008-12-17 00:00:00",0,11,302,,,,,"0",0,0,"ASSE AUTOSTRADALE A 12  LIVORNO-CIVITAVECCHIA ""TRATTA CECINA-CIVITAVECCHIA""",0,,0,0,
2228,"2008-07-29 00:00:00",0,11,302,,,,,"0",0,0,"ASSE AUTOSTRADALE A 12  LIVORNO-CIVITAVECCHIA ""TRATTA CECINA-CIVITAVECCHIA""",0,,0,0,
2229,"2007-12-19 00:00:00",0,11,303,,,,,"0",0,0,"BENI CULTURALI  PROGRAMMA TRIENNALE  LAVORI PUBBLICI 2007/2009  ED ELENCO ANNUALE 2007: APPROVAZIONE",0,,0,0,
2230,"2007-12-19 00:00:00",0,11,304,,,,,"0",0,0,"BENI CULTURALI  PROGRAMMA TRIENNALE 2007/2009 MEDIANTE UTILIZZO INTROITI DERIVANTI DAL GIOCO DEL LOTTO",0,,0,0,
2231,"2007-12-19 00:00:00",0,11,305,,,,,"0",0,0,"PROGRAMMA TRIENNALE 2007/2009 OPERE MARITTIME ED ELENCO ANNUALE 2007",0,,0,0,
2232,"2008-07-29 00:00:00",0,11,308,,,,,"0",0,0,"AUTOSTRADA A4 ""ADEGUAMENTO QUARTA CORSIA TRATTA NOVARA-MILANO RELAZIONE ISTRUTTORIA, ALLEGATI 1-5  E SCHEDE DI SINTESI ",0,,0,0,
2233,"2007-12-19 00:00:00",0,11,308,,,,,"0",0,0,"AUTOSTRADA A4 ""ADEGUAMENTO QUARTA CORSIA TRATTA NOVARA-MILANO RELAZIONE ISTRUTTORIA, ALLEGATI 1-5  E SCHEDE DI SINTESI ",0,,0,0,
2234,"2007-12-19 00:00:00",0,11,309,,,,,"0",0,0,"RELAZIONE ISTRUTTORIA, ALLEGATI 1-4, PEF  E SCHEDE DI SINTESI RADDOPPIO LINEA FERROVIARIADELLA PONTREMOLESE (PARMA-LA SPEZIA)",0,,0,0,
2235,"2007-12-19 00:00:00",0,11,310,,,,,"0",0,0,"RELAZIONE ISTRUTTORIA E SCHEDE DI SINTESI COLTIVAZIONE DI GIACIMENTI DI IDROCARBURI - TEMPA ROSSA",0,,0,0,
2236,"2008-12-11 00:00:00",0,2,65,,,,,"0",0,0,"PROGRAMMA STATISTICO NAZIONALE TRIENNIO 2008-2010 ",0,,0,0,
2237,"2007-12-19 00:00:00",0,2,65,,,,,"0",0,0,"PROGRAMMA STATISTICO NAZIONALE TRIENNIO 2008-2010 ",0,,0,0,
2238,"2007-12-19 00:00:00",0,8,196,,,,,"0",0,0,"RICOGNIZIONE RISORSE DISPONIBILI PER IL FINANZIAMENTO NUOVE PROPOSTE DI CONTRATTI DI FILIERA",0,,0,0,
2239,"2007-12-19 00:00:00",0,8,197,,,,,"0",0,0,"CONTRATTO DI FILIERA UNAPROL - CONSORZIO OLIVICOLO ITALIANO",0,,0,0,
2240,"2007-12-19 00:00:00",0,8,198,,,,,"0",0,0,"CONTRATTO DI FILIERA  CO.AGR. ENERGY - CONSORZIO PER LO SVILUPPO DELLE AGRO ENERGIE",0,,0,0,
2241,"2007-12-19 00:00:00",0,8,199,,,,,"0",0,0,"CONTRATTO DI FILIERA A.T.I. FRUMENTO DI QUALITA' - CAPOFILA UNIONE SEMINATIVI",0,,0,0,
2242,"2007-12-19 00:00:00",0,11,311,,,,,"0",0,0,"CONCESSIONE CONTRIBUTO PER PROGETTAZIONE DEFINITIVA COLLEGAMENTO TERMOLI - SAN VITTORE ""TRATTA SAN VITTORE-CAMPOBASSO""",0,,0,0,
2243,"2007-12-19 00:00:00",0,11,312,,,,,"0",0,0,"3° PROGRANNA ANNUALE DI ATTUAZIONE DEL PIANO NAZIONALE DELLA SICUREZZA STRADALE",0,,0,0,
2244,"2007-12-19 00:00:00",0,2,66,,,,,"0",0,0,"RIMODULAZIONE PROGETTO DENOMINATO ""MEZZOGIORNO-BALCANI""  FINANZIATO CON DELIBERA N. 1/2006",0,,0,0,
2245,"2008-11-19 00:00:00",0,12,80,,,,,"0",0,0,"PROGRAMMA STRAORDINARIO INVESTIMENTI IN SANITA' - ART. 20 L. 67/1988 - RIPARTO RISORSE L. 296/2006 (L.F. 2007) E  L. 244/2007 (L.F. 2008)",0,,0,0,
2246,"2008-04-02 00:00:00",0,12,80,,,,,"0",0,0,"PROGRAMMA STRAORDINARIO INVESTIMENTI IN SANITA' - ART. 20 L. 67/1988 - RIPARTO RISORSE L. 296/2006 (L.F. 2007) E  L. 244/2007 (L.F. 2008)",0,,0,0,
2247,"2008-12-11 00:00:00",0,2,67,,,,,"0",0,0,"INDIVIDUAZIONE ZONE FRANCHE URBANE AI SENSI ART. 1, C. 342, L.F. 2007 COME MODIFICATO DALL'ART.2, C.563 L.F. 2008",0,,0,0,
2248,"2008-03-27 00:00:00",0,11,321,,,,,"0",0,0,"PROGETTO ESECUTIVO SS 36 DEL LAGO DI COMO ""LAVORI DI CONSOLIDAMENTO DEL CONTORNO ROCCIOSO E DELLA GALLERIA""",0,,0,0,
2249,"2008-03-27 00:00:00",0,11,322,,,,,"0",0,0,"PROGETTO ESECUTIVO SS 12 DELL'ABETONE E DEL BRENNERO ""VARIANTE DI MIRANDOLA, 1° LOTTO""",0,,0,0,
2250,"2008-03-27 00:00:00",0,11,323,,,,,"0",0,0,"PROGETTO DEFINITIVO SS 81 PICENA APRUTINA ""TRATTA LEMPRA-CONTRADA LACUNA""",0,,0,0,
2251,"2008-04-02 00:00:00",0,11,326,,,,,"0",0,0,"HUB PORTUALE DI LA SPEZIA - VARIANTE SS 1 AURELIA - ",0,,0,0,
2252,"2008-04-02 00:00:00",0,11,327,,,,,"0",0,0,"SISTEMA FERROVIARIO METROPOLITANO REGIONALE VENETO ",0,,0,0,
2253,"2008-04-02 00:00:00",0,11,328,,,,,"0",0,0,"VARIANTE SS 38 VALTELLINA  ""TANGENZIALE DI TIRANO""",0,,0,0,
2254,"2008-07-29 00:00:00",0,7,70,,,,,"0",0,0,"RELAZIONE SULL'ATTUAZIONE DELLA POLITICA DI COOPERAZIONE ALLO SVILUPPO ANNO 2006",0,,0,0,
2255,"2008-07-29 00:00:00",0,2,71,,,,,"0",0,0,"RETE NUCLEI VALUTAZIONE (NUVV) - RIPARTO RISORSE 2007 E 2008",0,,0,0,
2256,"2008-12-11 00:00:00",0,2,72,,,,,"0",0,0,"L. 133/2008 ART. 6 QUINQUES - FONDO RETI INFRASTRUTTURALI STRATEGICHE: INTERVENTI URGENTI CATANIA E ROMA (DEL. 166/2007)",0,,0,0,
2257,"2008-11-19 00:00:00",0,7,72,,,,,"0",0,0,"RELAZIONE SULLO STATO DELL'INDUSTRIA AERONAUTICA ANNO 2007 - AI SENSI ART.2 L.808/1985",0,,0,0,
2258,"2008-12-11 00:00:00",0,19,1,,,,,"0",0,0,"ESECUZIONE SENTENZA TAR DEL LAZIO 7738/2008: ANNULLAMENTO DELLA DELIBERA 12 APRILE 1990 – (FONDI FIO 1989 - RISTRUTTURAZIONE EX OSPEDALE S. GIOVANNI DI TORINO) ",0,,0,0,
2259,"2008-12-11 00:00:00",0,2,75,,,,,"0",0,0,"RELAZIONE MIP CUP PRIMO SEMESTRE 2008",0,,0,0,
2110,"2005-12-20 00:00:00",0,11,242,,,,,"0",0,0,"ITINERARIO RAGUSA – CATANIA: AMMODERNAMENTO A QUATTRO CORSIE DELLE SS “DI CHIARAMONTE “E  “ RAGUSANA “",0,,0,0,
2111,"2005-12-20 00:00:00",0,11,243,,,,,"0",0,0,"AMMODERNAMENTO SS 7 QUATER DOMITIANA",0,,0,0,
2112,"2005-12-20 00:00:00",0,11,244,,,,,"0",0,0,"RADDOPPIO LINEA FERROVIARIA MILANO-MORTARA",0,,0,0,
2113,"2005-12-20 00:00:00",0,11,245,,,,,"0",0,0,"STUDIO DI FATTIBILITA' ADEGUAMENTO LINEA BATTIPAGLIA - REGGIO CALABRIA",0,,0,0,
2114,"2006-01-26 00:00:00",0,11,246,,,,,"0",0,0,"ALLACCI STRADALI AL PORTO DI GENOVA VOLTRI",0,,0,0,
2115,"2006-01-26 00:00:00",0,11,247,,,,,"0",0,0,"NODO FERROSTRADALE DI CASALECCHIO DI RENO",0,,0,0,
2116,"2006-01-26 00:00:00",0,11,248,,,,,"0",0,0,"POTENZIAMENTO TRATTA FERROVIARIA FOLIGNO FABRIANO",0,,0,0,
2117,"2006-01-26 00:00:00",0,11,249,,,,,"0",0,0,"SCHEMA IDRICO BASENTO BRADANO",0,,0,0,
2118,"2006-02-23 00:00:00",0,11,250,,,,,"0",0,0,"ALLACCIO E OPERE DI SICUREZZA AEROPORTO DI PESCARA",0,,0,0,
2119,"2006-03-29 00:00:00",0,11,254,,,,,"0",0,0,"3° AGGIORNAMENTO PROGRAMMA INFRASTRUTTURE STRATEGICHE",0,,0,0,
2120,"2006-03-21 00:00:00",0,11,254,,,,,"0",0,0,"3° AGGIORNAMENTO PROGRAMMA INFRASTRUTTURE STRATEGICHE",0,,0,0,
2121,"2008-07-29 00:00:00",0,11,270,,,,,"0",0,0,"VARIANTE ALLA SS 341 GALLARATESE",0,,0,0,
2122,"2006-02-23 00:00:00",0,11,277,,,,,"0",0,0,"PRIMA RELAZIONE DI MONITORAGGIO INTERVENTI PROGRAMMA INFRASTRUTTURE STRATEGICHE FINANZIATI DAL FONDO AREE SOTTOUTILIZZATE - FAS PIS",0,,0,0,
2123,"2001-11-12 00:00:00",0,12,7,,,,,"0",0,0,"FSN 2001 PC SOMME VINCOLATE PER AMMORTAMENTO MUTUI PRE-RIFORMA CASSA DD.PP.",0,,0,0,
2124,"2001-11-12 00:00:00",0,12,8,,,,,"0",0,0,"FSN 2000 PC - EROGAZIONE FARMACI CLASSE C A TITOLARI PENSIONI DI GUERRA",0,,0,0,
2125,"2001-11-12 00:00:00",0,12,9,,,,,"0",0,0,"RELAZIONE UVER SULLO STATO DI ATTUAZIONE DI INTERVENTI DI EDILIZIA SANITARIA  ANNO 2000",0,,0,0,
2126,"2001-12-17 00:00:00",0,12,10,,,,,"0",0,0,"FSN 1999 - INTEGRAZIONE PER IL MINOR GETTITO IRAP E ADDIZIONALE IRPEF",0,,0,0,
2127,"2001-12-17 00:00:00",0,12,11,,,,,"0",0,0,"FSN 2000 PC - RIPARTIZIONE QUOTA ACCANTONATA PER  CITTADINI EXTRACOMUNITARI",0,,0,0,
2128,"2001-12-17 00:00:00",0,12,13,,,,,"0",0,0,"FSN 2001 - ACCANTONAMENTO PER RIQUALIFICAZIONE DELL'ASSISTENZA SANITARIA",0,,0,0,
2129,"2001-12-17 00:00:00",0,12,14,,,,,"0",0,0,"FSN 1999 - RIMBORSO ALLE REGIONE DELLE SPESE SOSTENUTE PER L'ASSISTENZA AGLI HANSENIANI",0,,0,0,
2130,"2001-12-17 00:00:00",0,12,15,,,,,"0",0,0,"FSN 2000 E 2001 - RIPARTIZIONE QUOTE PER INTERVENTI LOTTA E PREVENZIONE AIDS",0,,0,0,
2131,"2002-02-12 00:00:00",0,12,16,,,,,"0",0,0,"FSN 2000 E  2001 - ASSEGNAZIONE REGIONI DELL'ACCANTONAMENTO PER IL PERSEGUIMENTO DEGLI OBIETTIVI DEL PIANO SANITARIO",0,,0,0,
2132,"2002-07-30 00:00:00",0,12,17,,,,,"0",0,0,"FSN 2002 - AMMORTAMENTO MUTUI PRE RIFORMA CONCESSI DALLA CASSA  DD.PP.",0,,0,0,
2133,"2002-07-30 00:00:00",0,12,18,,,,,"0",0,0,"RELAZIONE UVER SULLO STATO DI ATTUAZIONE DI INTERVENTI DI EDILIZIA SANITARIA  ANNO 2001",0,,0,0,
2134,"2002-07-30 00:00:00",0,12,19,,,,,"0",0,0,"PROGRAMMA NAZIONALE INVESTIMENTI IN SANITA' ART. 20 L. 67/1998 - RIPARTO RISORSE LEGGE 338/2000 ",0,,0,0,
2135,"2002-10-22 00:00:00",0,12,20,,,,,"0",0,0,"FSN 2000 E FSN 2001 - RIPARTIZIONE SOMME VINCOLATE  PER IL PERSONALE DIRIGENTE",0,,0,0,
2136,"2002-11-27 00:00:00",0,12,21,,,,,"0",0,0,"FSN 2000 e 2002 - RIPARTO DISPONIBILITA' FINANZIARIE PER ATTIVITA'  DEGLI ISTITUTI ZOOPROFILATTICI SPERIMENTALI",0,,0,0,
2137,"2002-12-17 00:00:00",0,12,22,,,,,"0",0,0,"FSN 2001 e 2002 - PREVENZIONE E CURA DELLA  FIBROSI CISTICA",0,,0,0,
2138,"2002-12-17 00:00:00",0,12,23,,,,,"0",0,0,"FSN 2002 -  PREVENZIONE E LOTTA CONTRO L'AIDS",0,,0,0,
2139,"2002-12-17 00:00:00",0,12,24,,,,,"0",0,0,"FSN 2002 - BORSE DI STUDIO IN MEDICINA GENERALE (1° annualità 2001-2003)",0,,0,0,
2199,"2006-10-31 00:00:00",0,11,281,,,,,"0",0,0,"RELAZIONE UVER STATO ATTUAZIONE COMPLETAMENTO OPERE L. 208/98 AL 2° SEMESTRE 2005",0,,0,0,
2200,"2008-04-02 00:00:00",0,2,58,,,,,"0",0,0,"QUADRO STRATEGICO NAZIONALE 2007-2013 ",0,,0,0,
2201,"2007-12-19 00:00:00",0,2,58,,,,,"0",0,0,"QUADRO STRATEGICO NAZIONALE 2007-2013 ",0,,0,0,
2202,"2006-12-13 00:00:00",0,2,59,,,,,"0",0,0,"RELAZIONE 2006 STATO AVANZAMENTO DELLE ATTIVITA' DEL ""PROGETTO MONITORAGGIO""  DEGLI ACCORDI DI PROGRAMMA QUADRO (APQ)",0,,0,0,
2203,"2006-12-19 00:00:00",0,11,282,,,,,"0",0,0,"L.211/92 - TRASPORTO RAPIDO DI MASSA - INTERVENTI NEI COMUNI DI  DI CATANIA - BOLOGNA -FIRENZE -  NAPOLI - AREZZO",0,,0,0,
2204,"2007-08-01 00:00:00",0,7,64,,,,,"0",0,0,"FONDI FAS RESIDUI 2006 - SOSTEGNO DELLE RELAZIONI DEI TERRITORI REGIONALI CON LA CINA",0,,0,0,
2205,"2007-04-19 00:00:00",0,4,40,,,,,"0",0,0,"TAVOLO DI RICOGNIZIONE SULLO STATO DI ATTUAZIONE DEI CONTRATTI DI PROGRAMMA",0,,0,0,
2206,"2008-04-02 00:00:00",0,8,194,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA CONSORZIO IMPRECO VARIAZIONE DESTINAZIONE SOMME (DEL. CIPE  151/2000)",0,,0,0,
2207,"2007-07-17 00:00:00",0,11,290,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA ANAS 2007",0,,0,0,
2208,"2008-12-01 00:00:00",0,14,39,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  POSTE S.p.A. 2006/2008",0,,0,0,
2209,"2007-07-17 00:00:00",0,14,39,,,,,"0",0,0,"CONTRATTO DI PROGRAMMA  POSTE S.p.A. 2006/2008",0,,0,0,
2210,"2008-12-17 00:00:00",0,11,291,,,,,"0",0,0,"MO.S.E. - NUOVE ASSEGNAZIONI FINANZIARIE (V. fasc. 11/60)",0,,0,0,
2211,"2007-08-01 00:00:00",0,11,291,,,,,"0",0,0,"MO.S.E. - NUOVE ASSEGNAZIONI FINANZIARIE (V. fasc. 11/60)",0,,0,0,
2212,"2008-12-17 00:00:00",0,3,15,,,,,"0",0,0,"L368/2003: DISPOSIZIONI URGENTI RACCOLTA, SMALTIMENTO, E STOCCAGGIO DEI RIFIUTI RADIOATTIVI",0,,0,0,
2213,"2007-08-01 00:00:00",0,11,293,,,,,"0",0,0,"ELETTRODOTTO SANTA BARABARA TAVERNUZZE CASELLINA - PROGETTO DEFINITIVO",0,,0,0,
2214,"2007-08-01 00:00:00",0,11,294,,,,,"0",0,0,"SS1 AURELIA BIS (SAVONA TORRENTE LETIMBRO E ALBISOLA SUPERIORE) PROGETTO DEFINITIVO",0,,0,0,
2215,"2007-08-01 00:00:00",0,11,295,,,,,"0",0,0,"E78 GROSSETO-FANO (LOTTI 5,6,7,8 TRATTA TOSCANA) - PROGETTO DEFINITIVO",0,,0,0,
2216,"2007-10-04 00:00:00",0,11,296,,,,,"0",0,0,"150° ANNIVERSARIO UNITA' D'ITALIA - PROGETTI VENEZIA PALAZZO DEL CINEMA; FIRENZE NUOVO AUDITORIUM ; ROMA CENTRO SCIENZE E DELLA TECNICA",0,,0,0,
2217,"2007-09-26 00:00:00",0,12,72,,,,,"0",0,0,"FSN 2006 - PREVENZIONE E CURA FIBROSI CISTICA",0,,0,0,
2218,"2007-09-26 00:00:00",0,12,73,,,,,"0",0,0,"FSN 2006 - ASSISTENZA AGLI EXTRACOMUNITARI",0,,0,0,
2219,"2007-09-26 00:00:00",0,12,74,,,,,"0",0,0,"FSN 2006 - PREVENZIONE E LOTTA ALL'AIDS",0,,0,0,
2220,"2007-09-26 00:00:00",0,12,75,,,,,"0",0,0,"SSN 2007 - DISONIBILITA' FINANZIARIE",0,,0,0,
2221,"2007-10-04 00:00:00",0,11,297,,,,,"0",0,0,"DIGA SUL PONTE DI CHIAUCI (MOLISE, ABRUZZO)",0,,0,0,
2222,"2008-07-29 00:00:00",0,11,298,,,,,"0",0,0,"METROPOLITANA DI MILANO LINEE M1, M2, M3, M4 E M5 (CONFLUITI IN QUESTO FASCICOLO FASC. 11/156 E 11/265)",0,,0,0,
2223,"2007-12-19 00:00:00",0,11,298,,,,,"0",0,0,"METROPOLITANA DI MILANO LINEE M1, M2, M3, M4 E M5 (CONFLUITI IN QUESTO FASCICOLO FASC. 11/156 E 11/265)",0,,0,0,
2224,"2008-12-17 00:00:00",0,11,299,,,,,"0",0,0,"QUADRO FINANZIARIO DELLE RISORSE LEGGE OBIETTIVO   LF 2007, 2008 (QUOTA DI RISERVA BENI CULTURALI VEDI ANCHE FASC. 306) - MIN. INTERNO monitoraggio finanziario nell'ambito alta sorveglianza grandi opere",0,,0,0,
2225,"2007-12-19 00:00:00",0,11,299,,,,,"0",0,0,"QUADRO FINANZIARIO DELLE RISORSE LEGGE OBIETTIVO   LF 2007, 2008 (QUOTA DI RISERVA BENI CULTURALI VEDI ANCHE FASC. 306) - MIN. INTERNO monitoraggio finanziario nell'ambito alta sorveglianza grandi opere",0,,0,0,
2226,"2007-10-04 00:00:00",0,14,40,,,,,"0",0,0,"ONERI DI SERVIZIO PUBBLICO E DINAMICHE TARIFFARIE NEL SETTORE DEI SERVIZI DI CABOTAGGIO MARITTIMO DI PUBBLICO INTERESSE",0,,0,0,
2948,"2009-07-30 00:00:00",1,2,58,0,,,,"1",0,0,"PRESA D'ATTO DEL PROGRAMMA ATTUATIVO REGIONALE (PAR) 2007-2013 DELLA REGIONE SICILIANA",0,,,0,""
2721,"2009-06-24 00:00:00",18,8,0,0,,,,"7A",0,4,"CONTRATTO DI PROGRAMMA “CONSORZIO TIRRENO SVILUPPO”: RICHIESTA DI RIMODULAZIONE SOCIETA’ CONSORZIATA “MANNARINO & PERRICONE”;",0,,,0,""
2722,"2009-06-24 00:00:00",19,8,0,0,,,,"7B",0,4,"CONTRATTO DI PROGRAMMA “CONSORZIO AGROALIMENTARE BASSO FERRARESE S.c.a.r.l.”: PROPOSTA DI AGGIORNAMENTO DEL PROGRAMMA DI INVESTIMENTI",0,,,0,""
