"Codice_Cipe","Data_Cipe","Progressivo_Cipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Codice_TipoArgomentoCipe","Codice_ArgomentoCipe","Numero_OdgCipe","Oggetto_Cipe","Codice_Ufficio","Codice_RisultanzaCipe","Codice_EsitoCipe","Codice_TipoEsitoCipe","Numero_Delibera","Annotazioni_Cipe"
33314,"2001-12-21 00:00:00",0,11,21,,,,,0,0,"0","PRIMO PROGRAMMA INFRASTRUTTURE STRATEGICHE - ""LEGGE OBIETTIVO""",5,0,4,8,0,
33315,"2008-03-27 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33316,"2001-12-21 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33317,"2002-03-28 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33318,"2002-06-14 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33319,"2002-08-02 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33320,"2003-03-14 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33321,"2003-07-25 00:00:00",0,11,22,,,,,0,0,"0","LEGGI AREE DEPRESSE: DEFINANZIAMENTI E UTILIZZO ECONOMIE",5,0,4,8,0,
33323,"2002-02-14 00:00:00",0,11,23,,,,,0,0,"0","MODIFICHE E INTEGRAZIONI PRECEDENTI DELIBERE IN MATERIA DI INFRASTRUTTURE E TRASPORTI",5,0,4,8,0,
33324,"2001-11-15 00:00:00",0,11,24,,,,,0,0,"0","RIFINANZIAMENTO L 211/1992: PROROGA TERMINI PER LA CONSEGNA DEI LAVORI",5,0,4,8,0,
33325,"2002-08-02 00:00:00",0,11,25,,,,,0,0,"0","PIANO GENERALE DEI TRASPORTI E DELLA LOGISTICA – ADEMPIMENTI PREVISTI DALLA DELIBERA CIPE N.1/2001 (PROROGA SCADENZE)",5,0,4,13,0,
33326,"2002-03-28 00:00:00",0,11,25,,,,,0,0,"0","PIANO GENERALE DEI TRASPORTI E DELLA LOGISTICA – ADEMPIMENTI PREVISTI DALLA DELIBERA CIPE N.1/2001 (PROROGA SCADENZE)",5,0,4,13,0,
33327,"2003-11-13 00:00:00",0,11,26,,,,,0,0,"0","AGGIORNAMENTO ELENCO COMUNI ALTA TENSIONE ABITATIVA",5,0,4,8,0,
33328,"2002-02-14 00:00:00",0,11,26,,,,,0,0,"0","AGGIORNAMENTO ELENCO COMUNI ALTA TENSIONE ABITATIVA",5,0,4,8,0,
33329,"2002-09-29 00:00:00",0,11,26,,,,,0,0,"0","AGGIORNAMENTO ELENCO COMUNI ALTA TENSIONE ABITATIVA",5,0,4,8,0,
33330,"2002-02-14 00:00:00",0,11,28,,,,,0,0,"0","RELAZIONE UVER SU OPERE DI COMPLETAMENTO - OPERE COMMISSARIATE",5,0,4,13,0,
33331,"2002-08-02 00:00:00",0,11,29,,,,,0,0,"0","ADDENDUM AL CONTRATTO DI PROGRAMMA CON FS - RFI",5,0,4,8,0,
33332,"2002-03-28 00:00:00",0,11,29,,,,,0,0,"0","ADDENDUM AL CONTRATTO DI PROGRAMMA CON FS - RFI",5,0,4,8,0,
33333,"2002-03-28 00:00:00",0,11,30,,,,,0,0,"0","RELAZIONE UVER STATO ATTUAZIONE COMPLETAMENTO OPERE L. 208/98  (2° SEMESTRE 2001)",5,0,4,13,0,
33334,"2002-05-03 00:00:00",0,11,31,,,,,0,0,"0","MODIFICA INTERVENTI DEL PROGRAMMA DI EDILIZIA SCOLASTICA NELLE AREE DEPRESSE  COMUNE LARINO (DELIBERA 26/6/1996)",5,0,4,8,0,
33335,"2002-10-31 00:00:00",0,11,32,,,,,0,0,"0","INTERVENTI SETTORE TRASPORTO RAPIDO DI MASSA - RELAZIONE STATO ATTUAZIONE E RIDETERMINAZIONE CONTRIBUTI",5,0,4,8,0,
33336,"2002-08-02 00:00:00",0,11,33,,,,,0,0,"0","MINISTERO GIUSTIZIA: PROGRAMMA TRIENNALE EX LEGE 109/1994 - PARERE DI CONFORMITA'",5,0,4,8,0,
33337,"2002-06-14 00:00:00",0,11,33,,,,,0,0,"0","MINISTERO GIUSTIZIA: PROGRAMMA TRIENNALE EX LEGE 109/1994 - PARERE DI CONFORMITA'",5,0,4,8,0,
33338,"2002-06-14 00:00:00",0,11,34,,,,,0,0,"0","ENTE PARCO NAZIONALE VALGRANDE: PROGRAMMA TRIENNALE EX LEGE 109/1994 - PARERE DI CONFORMITA'",5,0,2,20,0,
33339,"2002-06-14 00:00:00",0,11,35,,,,,0,0,"0","ENTE PARCO NAZIONALE DOLOMITI BELLUNESI: PROGRAMMA TRIENNALE EX LEGE 109/1994 - PARERE DI CONFORMITA'",5,0,2,20,0,
33340,"2002-06-14 00:00:00",0,11,36,,,,,0,0,"0","ENTE PARCO NAZIONALE GRAN PARADISO: PROGRAMMA TRIENNALE EX LEGE 109/1994 - PARERE DI CONFORMITA'",5,0,2,20,0,
33341,"2002-09-29 00:00:00",0,11,37,,,,,0,0,"0","RELAZIONE SULLO STATO DI ATTUAZIONE DEGLI INVESTIMENTI AL 31 DICEMBRE 2001 PREVISTI DAI CONTRATTI DI PROGRAMMA FS.S.P.A. 1994/2000 E 2001/2005 ",5,0,4,13,0,
33342,"2002-12-19 00:00:00",0,11,38,,,,,0,0,"0","MINISTERO INFRASTRUTTURE E TRASPORTI: PROGRAMMA TRIENNALE VIABILITA' 2002-2004: RETE STRADALE E AUTOSTRADALE - PARERE DI CONFORMITA'",5,0,4,8,0,
33343,"2002-08-02 00:00:00",0,11,40,,,,,0,0,"0","ISTITUTO NAZIONALE FISICA NUCLEARE: PROGRAMMA TRIENNALE 2002-2004 - PARERE DI CONFORMITA'",5,0,4,8,0,
33344,"2002-08-02 00:00:00",0,11,41,,,,,0,0,"0","MINISTERO BENI E ATTIVITA' CULTURALI  PROGRAMMA TRIENNALE 2002-2004 - PARERE DI CONFORMITA'",5,0,4,8,0,
33347,"2002-10-24 00:00:00",0,11,43,,,,,0,0,"0","RELAZIONI UVAL SU STUDI DI FATTIBILITA' : OTTOBRE 2002 E GIUGNO 2003",5,0,4,7,0,
33348,"2002-09-29 00:00:00",0,11,44,,,,,0,0,"0","REVISIONE DEL CONTRATTO DI PROGRAMMA FS S.p.A. 2001-2005",5,0,4,8,0,
33440,"2003-07-25 00:00:00",0,11,99,,,,,0,0,"0","SCHEMI IDRICI SARDEGNA: sistema basso Flumendosa - Picocca; collegamento Flumineddu-Tirso; interconnessione sistemi idrici Tirso e Flumendosa",26,0,4,8,0,
33442,"2007-03-16 00:00:00",0,11,99,,,,,0,0,"0","SCHEMI IDRICI SARDEGNA: sistema basso Flumendosa - Picocca; collegamento Flumineddu-Tirso; interconnessione sistemi idrici Tirso e Flumendosa",26,0,4,8,0,
33443,"2003-07-25 00:00:00",0,11,100,,,,,0,0,"0","STRADA DELLE ""TRE VALLI"" NODO DI PERUGIA ",5,0,4,8,0,
33444,"2006-03-22 00:00:00",0,11,101,,,,,0,0,"0","AUTOSTRADA SALERNO - REGGIO CALABRIA 2° MAXILOTTO",5,0,4,8,0,
33445,"2004-05-27 00:00:00",0,11,101,,,,,0,0,"0","AUTOSTRADA SALERNO - REGGIO CALABRIA 2° MAXILOTTO",5,0,4,8,0,
33447,"2003-08-01 00:00:00",0,11,102,,,,,0,0,"0","METROPOLITANA ""C"" DI ROMA",5,0,4,8,0,
33448,"2003-07-25 00:00:00",0,11,102,,,,,0,0,"0","METROPOLITANA ""C"" DI ROMA",5,0,4,8,0,
33449,"2005-05-27 00:00:00",0,11,102,,,,,0,0,"0","METROPOLITANA ""C"" DI ROMA",5,0,4,8,0,
33452,"2007-06-15 00:00:00",0,11,102,,,,,0,0,"0","METROPOLITANA ""C"" DI ROMA",5,0,4,8,0,
33453,"2007-06-28 00:00:00",0,11,102,,,,,0,0,"0","METROPOLITANA ""C"" DI ROMA",5,0,4,8,0,
33456,"2003-07-25 00:00:00",0,11,104,,,,,0,0,"0","SCHEMI IDRICI DEL MOLISE: acquedotto molisano  centrale (progetto preliminare); acquedotto molisano destro (progetto preliminare)",26,0,4,8,0,
33459,"2005-12-02 00:00:00",0,11,105,,,,,0,0,"0","PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",5,0,4,8,0,
33460,"2007-09-28 00:00:00",0,11,105,,,,,0,0,"0","PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",5,0,4,8,0,
33461,"2007-11-29 00:00:00",0,11,105,,,,,0,0,"0","PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",5,0,4,8,0,
33462,"2008-02-21 00:00:00",0,11,105,,,,,0,0,"0","PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",5,0,4,8,0,
33463,"2003-07-25 00:00:00",0,11,106,,,,,0,0,"0","L. 211/92 TRASPORTO RAPIDO DI MASSA - RIMODULAZIONE INTERVENTI PALERMO E LECCE",5,0,4,8,0,
33464,"2003-07-25 00:00:00",0,11,107,,,,,0,0,"0","PROGRAMMA ANNUALE SICUREZZA STRADALE 2003 (legge n 166/2002,art.15)",5,0,4,8,0,
33465,"2003-08-01 00:00:00",0,11,108,,,,,0,0,"0","ESCLUSIONE METRO B ROMA DAL PROGRAMMA GRANDI OPERE (confluito nel fascicolo 11/102)",5,0,4,8,0,
33466,"2003-11-13 00:00:00",0,11,109,,,,,0,0,"0","PIANO PRIORITA' INVESTIMENTI - AGGIORNAMENTO 2003-2005",5,0,4,8,0,
33467,"2007-06-15 00:00:00",0,11,110,,,,,0,0,"0","METROPOLITANA DI BOLOGNA",5,0,4,8,0,
33468,"2003-08-01 00:00:00",0,11,110,,,,,0,0,"0","METROPOLITANA DI BOLOGNA",5,0,4,8,67,""
33469,"2005-07-29 00:00:00",0,11,110,,,,,0,0,"0","METROPOLITANA DI BOLOGNA",5,0,4,8,89,""
33470,"2006-12-22 00:00:00",0,11,110,,,,,0,0,"0","METROPOLITANA DI BOLOGNA",5,0,4,8,0,
33471,"2007-04-05 00:00:00",0,11,110,,,,,0,0,"0","METROPOLITANA DI BOLOGNA",5,0,4,8,0,
33660,"2005-12-02 00:00:00",0,11,238,,,,,0,0,"0","RIQUALIFICA VIABILITA' EX SS 415 PAULLESE - POTENZIAMENTO TRATTA PESCHIERA BORROMEO - SPINO D'ADDA",5,0,0,0,0,
33662,"2005-12-02 00:00:00",0,11,239,,,,,0,0,"0","POTENZIAMENTO DELLA GRONDA EST DI MILANO - LINEA SEREGNO - BERGAMO",5,0,0,0,0,
33665,"2007-04-05 00:00:00",0,11,243,,,,,0,0,"0","AMMODERNAMENTO SS 7 QUATER DOMITIANA",5,0,0,0,0,
33667,"2006-12-22 00:00:00",0,11,243,,,,,0,0,"0","AMMODERNAMENTO SS 7 QUATER DOMITIANA",5,0,0,0,0,
33674,"2006-03-22 00:00:00",0,11,251,,,,,0,0,"0","L. 211/1992 TRASPORTO RAPIDO DI MASSA: COMUNE DI ROMA",5,0,4,8,0,
33677,"2006-04-06 00:00:00",0,11,254,,,,,0,0,"0","3° AGGIORNAMENTO PROGRAMMA INFRASTRUTTURE STRATEGICHE",5,0,4,8,0,
33678,"2006-03-22 00:00:00",0,11,255,,,,,0,0,"0","COMPLETAMENTO OPERE L. 208/98 - INTERVENTI NON AVVIATI",5,0,4,8,0,
33679,"2007-05-23 00:00:00",0,11,256,,,,,0,0,"0","RELAZIONE UVER SULLA VALUTAZIONE DI EFFICACIA DEI PROGRAMMI DI COMPLETAMENTO",5,0,4,13,0,
33680,"2006-03-22 00:00:00",0,11,256,,,,,0,0,"0","RELAZIONE UVER SULLA VALUTAZIONE DI EFFICACIA DEI PROGRAMMI DI COMPLETAMENTO",5,0,4,13,0,
33681,"2006-03-22 00:00:00",0,11,257,,,,,0,0,"0","PIANO DELLA LOGISTICA",5,0,4,8,0,
33687,"2007-11-23 00:00:00",0,11,263,,,,,0,0,"0","METROPOLITANA BRESCIA",5,0,0,0,0,
33774,"2002-08-02 00:00:00",0,14,6,,,,,0,0,"0","DESIGNAZIONE COORDINATORE NARS (PATRIZII)",3,0,4,8,0,
33775,"2002-02-14 00:00:00",0,14,6,,,,,0,0,"0","DESIGNAZIONE COORDINATORE NARS (PATRIZII)",3,0,4,8,0,
33776,"2001-11-15 00:00:00",0,14,7,,,,,0,0,"0","CONVERSIONE IN EURO DI TARIFFE E PREZZI REGOLAMENTATI",3,0,4,8,0,
33777,"2001-12-21 00:00:00",0,14,8,,,,,0,0,"0","MODIFICA DELIBERA N.52/2001 - ELIMINAZIONE MINIMO  IMPEGNATO",3,0,4,8,0,
33778,"2002-03-28 00:00:00",0,14,9,,,,,0,0,"0","CONTRATTO DI SERVIZIO TRENITALIA 2000-2001",3,0,4,8,0,
33780,"2002-12-19 00:00:00",0,14,10,,,,,0,0,"0","PARERE NARS: SITUAZIONI SBILANCIO DI GESTIONE SERVIZI IDRICI APPLICAZIONE PUNTO 1.2 DELIBERA N.52/2001. ADEGUAMENTO TARIFFE IDRICHE 2002",3,0,4,7,0,
33781,"2003-03-14 00:00:00",0,14,10,,,,,0,0,"0","PARERE NARS: SITUAZIONI SBILANCIO DI GESTIONE SERVIZI IDRICI APPLICAZIONE PUNTO 1.2 DELIBERA N.52/2001. ADEGUAMENTO TARIFFE IDRICHE 2002",3,0,4,7,0,
33782,"2002-06-14 00:00:00",0,14,11,,,,,0,0,"0","RELAZIONE ATTIVITA' DEL NARS NEL 2001",3,0,4,13,0,
33783,"2001-02-01 00:00:00",0,14,12,,,,,0,0,"0","INFORMATIVA AL CIPE: RINNOVO CONVENZIONI AUTOSTRADALI - RICHIESTA PROROGHE ",3,0,4,8,0,
33784,"2002-12-19 00:00:00",0,14,13,,,,,0,0,"0","MODIFICA ART.7 CONTRATTO DI PROGRAMMA POSTE ITALIANE SPA",3,0,4,8,0,
33785,"2002-03-28 00:00:00",0,14,13,,,,,0,0,"0","MODIFICA ART.7 CONTRATTO DI PROGRAMMA POSTE ITALIANE SPA",3,0,4,8,0,
33786,"2002-03-28 00:00:00",0,14,14,,,,,0,0,"0","NARS - MODIFICA COMPOSIZIONE COMITATO",3,0,4,8,0,
33787,"2002-06-14 00:00:00",0,14,15,,,,,0,0,"0","MANOVRA TARIFFARIA 2002 GRUPPO TIRRENIA E SOC. ADRIATICA",3,0,4,13,0,
33788,"2004-03-05 00:00:00",0,14,16,,,,,0,0,"0","CONTRATTO DI PROGRAMMA  POSTE S.p.A. 2003/2005",3,0,4,8,0,
33790,"2004-01-29 00:00:00",0,14,18,,,,,0,0,"0","PROCEDURE E CRITERI DI DETERMINAZIONE DELLE TARIFFE AUTOSTRADALI E VARIAZIONI TARIFFE PER AUTOSTRADE S.p.A. (ANNI 2003-2007)",3,0,3,19,0,
33791,"2002-12-27 00:00:00",0,14,18,,,,,0,0,"0","PROCEDURE E CRITERI DI DETERMINAZIONE DELLE TARIFFE AUTOSTRADALI E VARIAZIONI TARIFFE PER AUTOSTRADE S.p.A. (ANNI 2003-2007)",3,0,3,19,0,
33792,"2002-12-19 00:00:00",0,14,19,,,,,0,0,"0","PROROGA DEI TERMINI PER LA REVISIONE DI CONCESSIONI AUTOSTRADALI SAV E SITAF",3,0,0,10,0,
33794,"2003-07-25 00:00:00",0,14,21,,,,,0,0,"0","LINEE GUIDA PER I SERVIZI POSTALI",3,0,2,8,0,
33795,"2008-03-27 00:00:00",0,14,23,,,,,0,0,"0","TARIFFE AEROPORTUALI",3,0,0,10,0,
33796,"2007-04-05 00:00:00",0,14,23,,,,,0,0,"0","TARIFFE AEROPORTUALI",3,0,0,10,0,
33797,"2007-06-15 00:00:00",0,14,23,,,,,0,0,"0","TARIFFE AEROPORTUALI",3,0,0,10,0,
33799,"2005-07-25 00:00:00",0,14,26,,,,,0,0,"0","CONTRATTO DI PROGRAMMA ENAC - AEROPORTI DI ROMA",3,0,3,16,0,
33800,"2005-12-02 00:00:00",0,14,27,,,,,0,0,"0","CONTRATTO DI SERVIZIO FS TRENITALIA 2002-2003",3,0,0,0,0,
33801,"2006-03-22 00:00:00",0,14,28,,,,,0,0,"0","SERVIZIO IDRICO INTEGRATO: MODALITA' ATTUATIVE DELLA DISPOSIZIONE CONTENUTA NEI COMMI 415 E 416 DELLA LEGGE FINANZIARIA PER L'ANNO IN CORSO",3,0,4,8,0,
33803,"2001-02-01 00:00:00",0,15,2,,,,,0,0,"0","INDIVIDUAZIONE CRITERI CONTRATTAZIONE PREZZI FARMACI",3,0,4,8,0,
33805,"2003-07-25 00:00:00",0,15,4,,,,,0,0,"0"," PREZZO DEI FARMACI E REGOLAMENTAZIONE DEL SETTORE FARMACEUTICO",3,0,4,13,0,
33807,"2003-11-13 00:00:00",0,16,2,,,,,0,0,"0","RIPARTO FONDI LEGGE FINANZIARIA 2002 - INTERVENTI IN FAVORE DEI COMUNI TERREMOTATI DELLA REGIONE PUGLIA",0,0,4,8,0,
33808,"2003-12-23 00:00:00",0,16,3,,,,,0,0,"0","ASSEGNAZIONE RISORSE COMUNI TERREMOTATI BASILICATA E CAMPANIA",0,0,4,8,0,
33809,"2003-12-19 00:00:00",0,16,3,,,,,0,0,"0","ASSEGNAZIONE RISORSE COMUNI TERREMOTATI BASILICATA E CAMPANIA",0,0,4,8,0,
33810,"2005-05-27 00:00:00",0,16,4,,,,,0,0,"0","RIPARTIZIONE DISPONIBILITA' ACCANTONATE PER L'EDILIZIA DI CULTO SUI FONDI PER LE AREE TERREMOTATE - REGIONE CAMPANIA",0,0,0,0,0,
33811,"2006-03-22 00:00:00",0,16,5,,,,,0,0,"0","ASSEGNAZIONE RISORSE COMUNI TERREMOTATI BASILICATA E CAMPANIA (risorse 2004 e 2005)",5,0,4,8,0,
33812,"2006-11-17 00:00:00",0,7,63,,,,,0,0,"0","RELAZIONE SULLO STATO DELL'INDUSTRIA AERONAUTICA ANNO 2005 - AI SENSI ART.2 L.808/1985",4,0,0,0,0,
33813,"2007-03-16 00:00:00",0,12,71,,,,,0,0,"0","FSN 2006 - RIPARTIZIONE DELLE DISPONIBILITÀ PER IL SERVIZIO SANITARIO NAZIONALE ",7,0,0,0,0,
33814,"2006-11-17 00:00:00",0,12,71,,,,,0,0,"0","FSN 2006 - RIPARTIZIONE DELLE DISPONIBILITÀ PER IL SERVIZIO SANITARIO NAZIONALE ",7,0,0,0,0,
33815,"2006-09-29 00:00:00",0,1,10,,,,,0,0,"0","RELAZIONE PREVISIONALE E PROGRAMMATICA 2007",3,0,0,0,0,
33816,"2006-09-29 00:00:00",0,14,29,,,,,0,0,"0","DESIGNAZIONE COORDINATORE NARS (BIANCARDI)",3,0,4,8,0,
33817,"2006-11-17 00:00:00",0,14,30,,,,,0,0,"0","CONTRATTO DI SERVIZIO MERCI TRENITALIA 2004 - 2006",3,0,0,0,0,
33818,"2006-11-17 00:00:00",0,11,280,,,,,0,0,"0","RELAZIONE SULLO STATO DI ATTUAZIONE AL 31 DICEMBRE 2005 DEGLI INVESTIMENTI PREVISTI DAI CONTRATTI DI PROGRAMMA FS.S.P.A. 1994/2000 E 2001/2005",5,0,0,0,0,
33819,"2006-11-17 00:00:00",0,14,31,,,,,0,0,"0","ADEGUAMENTO COMPOSIZIONE NARS",3,0,0,0,0,
33820,"2006-11-17 00:00:00",0,11,281,,,,,0,0,"0","RELAZIONE UVER STATO ATTUAZIONE COMPLETAMENTO OPERE L. 208/98 AL 2° SEMESTRE 2005",5,0,0,0,0,
33821,"2006-11-17 00:00:00",0,5,6,,,,,0,0,"0","RIPARTO FONDO NAZIONALE MONTAGNA 2005",6,0,0,0,0,
33822,"2006-12-22 00:00:00",0,2,57,,,,,0,0,"0","PROGRAMMA STATISTICO NAZIONALE 2007-2009",2,0,4,8,0,
33823,"2006-12-22 00:00:00",0,8,186,,,,,0,0,"0"," RISORSE FINANZIARIE PER CONTRATTI DI PROGRAMMA",4,0,0,0,0,
33824,"2008-08-01 00:00:00",0,2,58,,,,,0,0,"0","QUADRO STRATEGICO NAZIONALE 2007-2013 ",2,0,4,8,0,
33825,"2006-12-22 00:00:00",0,2,58,,,,,0,0,"0","QUADRO STRATEGICO NAZIONALE 2007-2013 ",2,0,4,8,0,
33827,"2008-03-27 00:00:00",0,2,58,,,,,0,0,"0","QUADRO STRATEGICO NAZIONALE 2007-2013 ",2,0,4,8,0,
33828,"2008-04-02 00:00:00",0,2,58,,,,,0,0,"0","QUADRO STRATEGICO NAZIONALE 2007-2013 ",2,0,4,8,0,
33829,"2006-12-22 00:00:00",0,2,59,,,,,0,0,"0","RELAZIONE 2006 STATO AVANZAMENTO DELLE ATTIVITA' DEL ""PROGETTO MONITORAGGIO""  DEGLI ACCORDI DI PROGRAMMA QUADRO (APQ)",2,0,0,0,0,
33830,"2006-12-22 00:00:00",0,8,187,,,,,0,0,"0","CONTRATTO DI PROGRAMMA CREA",4,0,4,8,0,
33831,"2006-12-22 00:00:00",0,8,188,,,,,0,0,"0","CONTRATTO DI PROGRAMMA PROKEMIA",4,0,4,8,0,
33832,"2007-06-15 00:00:00",0,14,32,,,,,0,0,"0","REGOLAMENTAZIONE TARIFFARIA DEL SETTORE AUTOSTRADALE",3,0,0,0,0,
33833,"2007-01-26 00:00:00",0,14,32,,,,,0,0,"0","REGOLAMENTAZIONE TARIFFARIA DEL SETTORE AUTOSTRADALE",3,0,0,0,0,
33912,"2007-10-04 00:00:00",0,11,300,,,,,0,0,"0","INTERPORTO TOSCANO A. VESPUCCI - GUASTICCE: PROGETTO DEFINITIVO",5,0,0,0,0,
33913,"2008-03-27 00:00:00",0,11,301,,,,,0,0,"0","SS 17  ""DELL'APPENNINO ABRUZZESE ED APULO-SANNITICO"" - VARIANTE SUD ALL'ABITATO DI L'AQUILA - TRONCO ANTRODOCO-NAVELLI  ",5,0,0,0,0,
33914,"2007-11-23 00:00:00",0,11,301,,,,,0,0,"0","SS 17  ""DELL'APPENNINO ABRUZZESE ED APULO-SANNITICO"" - VARIANTE SUD ALL'ABITATO DI L'AQUILA - TRONCO ANTRODOCO-NAVELLI  ",5,0,0,0,0,
33915,"2007-11-29 00:00:00",0,14,41,,,,,0,0,"0","SCHEMA DI CONVENZIONE AUTOSTRADALE TORINO-ALESSANDRIA-PIACENZA - SATAP A21",5,0,0,0,0,
33917,"2007-11-29 00:00:00",0,14,42,,,,,0,0,"0","SCHEMA DI CONVENZIONE AUTOSTRADALE TORINO - MILANO - SATAP A4",5,0,0,0,0,
33920,"2008-02-21 00:00:00",0,2,64,,,,,0,0,"0","INTERPORTO DI TERMOLI: RISORSE  DELIBERA N.20/2004 - QUOTA C1  DELLE RISORSE ASSEGNATE AL MOLISE",5,0,0,0,0,
33924,"2007-11-23 00:00:00",0,11,302,,,,,0,0,"0","ASSE AUTOSTRADALE A 12  LIVORNO-CIVITAVECCHIA ""TRATTA CECINA-CIVITAVECCHIA""",5,0,0,0,0,
33925,"2008-03-27 00:00:00",0,11,302,,,,,0,0,"0","ASSE AUTOSTRADALE A 12  LIVORNO-CIVITAVECCHIA ""TRATTA CECINA-CIVITAVECCHIA""",5,0,0,0,0,
33926,"2008-08-01 00:00:00",0,11,302,,,,,0,0,"0","ASSE AUTOSTRADALE A 12  LIVORNO-CIVITAVECCHIA ""TRATTA CECINA-CIVITAVECCHIA""",5,0,0,0,0,
33928,"2007-11-23 00:00:00",0,7,67,,,,,0,0,"0","SEMPLIFICAZIONE CRITERI RIPARTO E GESTIONE COFINANZIAMENTO NAZIONALE PROGETTI STRATEGICI DI CUI ALL'ART. 16, C.1,  L 266/1997  AI SENSI DELL'ART.1, C.876, L.296/2006 - SETTORI COMMERCIO E TURISMO",2,0,0,0,0,
33929,"2007-11-23 00:00:00",0,7,68,,,,,0,0,"0","PROGRAMMAZIONE 2007/2013 - DEFINIZIONE CRITERI COFINANZIAMENTO NAZIONALE INTERVENTI FONDO EUROPEO PER LA PESCA (FEP), DI CUI AL REGOLAMENTO (CE) 1198/2006",2,0,0,0,0,
33930,"2007-11-23 00:00:00",0,7,69,,,,,0,0,"0","RELAZIONE SULLO STATO DELL'INDUSTRIA AERONAUTICA ANNO 2006 - AI SENSI ART.2 L.808/1985",4,0,0,0,0,
33932,"2007-11-29 00:00:00",0,12,79,,,,,0,0,"0","RIPARTO SOMME PREVISTE DALLA L. 64/2007 ""DISPOSIZIONI URGENTI PER RIPIANO SELETTIVO DISAVANZI PREGRESSI NLE SETTORE SANITARIO""",7,0,0,0,0,
33933,"2007-11-29 00:00:00",0,5,8,,,,,0,0,"0","XIII RELAZIONE SULLO STATO DELLA MONTAGNA ITALIANA",6,0,0,4,0,
33934,"2008-08-01 00:00:00",0,11,308,,,,,0,0,"0","AUTOSTRADA A4 ""ADEGUAMENTO QUARTA CORSIA TRATTA NOVARA-MILANO RELAZIONE ISTRUTTORIA, ALLEGATI 1-5  E SCHEDE DI SINTESI ",5,0,0,0,0,
33950,"2008-04-02 00:00:00",0,12,80,,,,,0,0,"0","PROGRAMMA STRAORDINARIO INVESTIMENTI IN SANITA' - ART. 20 L. 67/1988 - RIPARTO RISORSE L. 296/2006 (L.F. 2007) E  L. 244/2007 (L.F. 2008)",7,0,0,0,0,
33952,"2008-01-30 00:00:00",0,2,67,,,,,0,0,"0","INDIVIDUAZIONE ZONE FRANCHE URBANE AI SENSI ART. 1, C. 342, L.F. 2007 COME MODIFICATO DALL'ART.2, C.563 L.F. 2008",2,0,0,0,0,
33953,"2008-02-21 00:00:00",0,16,6,,,,,0,0,"0","RIPARTIZIONE RISORSE STANZIATE PER LA RICOSTRUZIOE DELLE ZONE TERREMOTATE  NEL 2002 MOLISE E PROVINCIA DI FOGGIA (D.L.159/2007, ART.21, C.4 TER E 21 BIS)",5,0,0,0,0,
33954,"2008-02-21 00:00:00",0,14,45,,,,,0,0,"0","RELAZIONE ATTIVITA' DEL NARS ANNO 2007",3,0,0,0,0,
33955,"2008-02-21 00:00:00",0,2,68,,,,,0,0,"0","RELAZIONE MIP CUP RELAZIONE SECONDO SEMESTRE 2007",2,0,0,0,0,
33956,"2008-03-27 00:00:00",0,14,46,,,,,0,0,"0","DISCIPLINARE FRA INFRASTRUTTURE E ANAS PER LA COSTRUZIONE E GESTIONE DEL  PASSANTE DI MESTRE",3,0,0,0,0,
33957,"2008-03-27 00:00:00",0,11,318,,,,,0,0,"0","PROGETTO DEFINITIVO METROTRAMVIA MILANO (PARCO NORD) - DESIO-SEREGNO",5,0,0,0,0,
33958,"2008-03-27 00:00:00",0,11,319,,,,,0,0,"0","LECCO-BERGAMO: VARIANTE DI CISANO BERGAMASCO EX SS 639 DEI LAGHI PISIANO E GARLATE",5,0,0,0,0,
33959,"2008-08-01 00:00:00",0,11,320,,,,,0,0,"0","PROGETTO PRELIMINARE ITINERARIO STRADALE ""PALERMO-LERCARA FRIDDI""",5,0,0,0,0,
33960,"2008-03-27 00:00:00",0,11,320,,,,,0,0,"0","PROGETTO PRELIMINARE ITINERARIO STRADALE ""PALERMO-LERCARA FRIDDI""",5,0,0,0,0,
